query,gene_set,Bhattacharya_ID,blast_hit,evalue,ProteinNames,BiologicalProcess,GOs,CellularComponent,MolecularFunction,short_name
Porites_compressa_HIv1___TS.g5606.t1,calcium,,Q99571,5.97e-133,P2X purinoceptor 4 (P2X4) (ATP receptor) (Purinergic receptor),apoptotic signaling pathway [GO:0097190]; behavioral response to pain [GO:0048266]; calcium ion transmembrane transport [GO:0070588]; calcium-mediated signaling [GO:0019722]; cellular response to ATP [GO:0071318]; cellular response to zinc ion [GO:0071294]; endothelial cell activation [GO:0042118]; membrane depolarization [GO:0051899]; monoatomic ion transmembrane transport [GO:0034220]; negative regulation of cardiac muscle hypertrophy [GO:0010614]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of calcium ion transport into cytosol [GO:0010524]; positive regulation of calcium-mediated signaling [GO:0050850]; positive regulation of endothelial cell chemotaxis [GO:2001028]; positive regulation of microglial cell migration [GO:1904141]; positive regulation of nitric oxide biosynthetic process [GO:0045429]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of prostaglandin secretion [GO:0032308]; purinergic nucleotide receptor signaling pathway [GO:0035590]; regulation of blood pressure [GO:0008217]; regulation of cardiac muscle contraction [GO:0055117]; regulation of chemotaxis [GO:0050920]; regulation of sodium ion transport [GO:0002028]; relaxation of cardiac muscle [GO:0055119]; response to ATP [GO:0033198]; response to axon injury [GO:0048678]; response to fluid shear stress [GO:0034405]; response to ischemia [GO:0002931]; sensory perception of pain [GO:0019233]; sensory perception of touch [GO:0050975]; signal transduction [GO:0007165]; tissue homeostasis [GO:0001894],GO:0001614; GO:0001894; GO:0002028; GO:0002931; GO:0004931; GO:0005102; GO:0005507; GO:0005524; GO:0005765; GO:0005886; GO:0007165; GO:0008217; GO:0008270; GO:0010524; GO:0010614; GO:0016020; GO:0019233; GO:0019722; GO:0030054; GO:0032308; GO:0033198; GO:0034220; GO:0034405; GO:0035590; GO:0042118; GO:0042802; GO:0043536; GO:0044297; GO:0045296; GO:0045429; GO:0048266; GO:0048471; GO:0048678; GO:0050850; GO:0050920; GO:0050975; GO:0051897; GO:0051899; GO:0051928; GO:0055117; GO:0055119; GO:0070062; GO:0070588; GO:0071294; GO:0071318; GO:0097190; GO:0098794; GO:0099604; GO:1904141; GO:2001028,cell body [GO:0044297]; cell junction [GO:0030054]; extracellular exosome [GO:0070062]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynapse [GO:0098794],ATP binding [GO:0005524]; cadherin binding [GO:0045296]; copper ion binding [GO:0005507]; extracellularly ATP-gated monoatomic cation channel activity [GO:0004931]; identical protein binding [GO:0042802]; ligand-gated calcium channel activity [GO:0099604]; purinergic nucleotide receptor activity [GO:0001614]; signaling receptor binding [GO:0005102]; zinc ion binding [GO:0008270],P2X purinoceptor 4
Porites_compressa_HIv1___TS.g5653.t1,SLC,,Q28615,8.31e-41,Solute carrier family 13 member 2 (Na(+)/dicarboxylate cotransporter 1) (NaDC-1) (Renal sodium/dicarboxylate cotransporter),alpha-ketoglutarate transport [GO:0015742]; cellular response to lithium ion [GO:0071285]; fumarate transport [GO:0015741]; succinate transmembrane transport [GO:0071422],GO:0015138; GO:0015139; GO:0015141; GO:0015741; GO:0015742; GO:0016324; GO:0017153; GO:0071285; GO:0071422,apical plasma membrane [GO:0016324],alpha-ketoglutarate transmembrane transporter activity [GO:0015139]; fumarate transmembrane transporter activity [GO:0015138]; sodium:dicarboxylate symporter activity [GO:0017153]; succinate transmembrane transporter activity [GO:0015141],Solute carrier family 13 member 2
Porites_compressa_HIv1___TS.g6089.t1,SLC,,A1L1W9,1.31e-44,Monocarboxylate transporter 10 (MCT 10) (Solute carrier family 16 member 10),aromatic amino acid transport [GO:0015801]; thyroid hormone transport [GO:0070327],GO:0005302; GO:0005886; GO:0015173; GO:0015192; GO:0015196; GO:0015349; GO:0015801; GO:0016323; GO:0022857; GO:0070327,basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886],aromatic amino acid transmembrane transporter activity [GO:0015173]; L-phenylalanine transmembrane transporter activity [GO:0015192]; L-tryptophan transmembrane transporter activity [GO:0015196]; L-tyrosine transmembrane transporter activity [GO:0005302]; thyroid hormone transmembrane transporter activity [GO:0015349]; transmembrane transporter activity [GO:0022857],Monocarboxylate transporter 10
Porites_compressa_HIv1___TS.g6177.t1,SLC,,Q86WA9,2.22e-153,Sodium-independent sulfate anion transporter (Solute carrier family 26 member 11),chloride transmembrane transport [GO:1902476]; monoatomic ion transport [GO:0006811]; oxalate transport [GO:0019532]; sulfate transmembrane transport [GO:1902358],GO:0005254; GO:0005654; GO:0005765; GO:0005783; GO:0005794; GO:0005886; GO:0006811; GO:0008271; GO:0008509; GO:0015116; GO:0016020; GO:0016323; GO:0016324; GO:0019532; GO:0043231; GO:0070062; GO:0140900; GO:1902358; GO:1902476,apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886],chloride channel activity [GO:0005254]; chloride:bicarbonate antiporter activity [GO:0140900]; monoatomic anion transmembrane transporter activity [GO:0008509]; secondary active sulfate transmembrane transporter activity [GO:0008271]; sulfate transmembrane transporter activity [GO:0015116],Sodium-independent sulfate anion transporter
Porites_compressa_HIv1___TS.g6560.t1,aquaporin,,O43315,4.88e-85,Aquaporin-9 (AQP-9) (Aquaglyceroporin-9) (Small solute channel 1),amine transport [GO:0015837]; cellular response to cAMP [GO:0071320]; detoxification of arsenic-containing substance [GO:0071722]; glycerol transmembrane transport [GO:0015793]; purine nucleobase transport [GO:0006863]; pyrimidine nucleobase transport [GO:0015855]; urea transmembrane transport [GO:0071918]; water transport [GO:0006833],GO:0005345; GO:0005350; GO:0005886; GO:0006833; GO:0006863; GO:0015204; GO:0015250; GO:0015254; GO:0015265; GO:0015267; GO:0015793; GO:0015837; GO:0015855; GO:0016323; GO:0043231; GO:0071320; GO:0071722; GO:0071918; GO:0140070,basolateral plasma membrane [GO:0016323]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886],channel activity [GO:0015267]; glycerol channel activity [GO:0015254]; hydrogen peroxide channel activity [GO:0140070]; purine nucleobase transmembrane transporter activity [GO:0005345]; pyrimidine nucleobase transmembrane transporter activity [GO:0005350]; urea channel activity [GO:0015265]; urea transmembrane transporter activity [GO:0015204]; water channel activity [GO:0015250],Aquaporin-9
Porites_compressa_HIv1___TS.g7290.t1,SLC,,Q6GNV7,3.14e-46,Solute carrier family 49 member 4 homolog (Disrupted in renal carcinoma protein 2 homolog),pyridoxine transport [GO:0031923],GO:0005765; GO:0016020; GO:0022857; GO:0031923; GO:0043231,intracellular membrane-bounded organelle [GO:0043231]; lysosomal membrane [GO:0005765]; membrane [GO:0016020],transmembrane transporter activity [GO:0022857],Solute carrier family 49 member 4 homolog
Porites_compressa_HIv1___TS.g7839.t1,calcium,,Q9H251,0,Cadherin-23 (Otocadherin),auditory receptor cell stereocilium organization [GO:0060088]; calcium ion transport [GO:0006816]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; cell migration [GO:0016477]; cell-cell adhesion via plasma-membrane adhesion molecules [GO:0098742]; cochlea development [GO:0090102]; equilibrioception [GO:0050957]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; locomotory behavior [GO:0007626]; neuron projection development [GO:0031175]; photoreceptor cell maintenance [GO:0045494]; regulation of cytosolic calcium ion concentration [GO:0051480]; sensory perception of light stimulus [GO:0050953]; sensory perception of sound [GO:0007605]; visual perception [GO:0007601],GO:0001917; GO:0005509; GO:0005813; GO:0006816; GO:0007156; GO:0007601; GO:0007605; GO:0007626; GO:0008013; GO:0016020; GO:0016339; GO:0016342; GO:0016477; GO:0031175; GO:0032420; GO:0032426; GO:0045296; GO:0045494; GO:0050953; GO:0050957; GO:0051480; GO:0060088; GO:0060091; GO:0090102; GO:0098683; GO:0098684; GO:0098742,catenin complex [GO:0016342]; centrosome [GO:0005813]; cochlear hair cell ribbon synapse [GO:0098683]; kinocilium [GO:0060091]; membrane [GO:0016020]; photoreceptor inner segment [GO:0001917]; photoreceptor ribbon synapse [GO:0098684]; stereocilium [GO:0032420]; stereocilium tip [GO:0032426],beta-catenin binding [GO:0008013]; cadherin binding [GO:0045296]; calcium ion binding [GO:0005509],Cadherin-23
Porites_compressa_HIv1___TS.g7924.t1,calcium,,Q6PDJ1,1.58e-160,VWFA and cache domain-containing protein 1 (Cache domain-containing protein 1),calcium ion transport [GO:0006816],GO:0006816; GO:0016020,membrane [GO:0016020],,VWFA and cache domain-containing protein 1
Porites_compressa_HIv1___TS.g8270.t1,SLC,,P52569,1.5e-180,Cationic amino acid transporter 2 (CAT-2) (CAT2) (Low affinity cationic amino acid transporter 2) (Solute carrier family 7 member 2),amino acid import across plasma membrane [GO:0089718]; amino acid transport [GO:0006865]; L-alpha-amino acid transmembrane transport [GO:1902475]; L-amino acid transport [GO:0015807]; L-arginine import across plasma membrane [GO:0097638]; L-arginine transmembrane transport [GO:1903826]; L-ornithine transmembrane transport [GO:1903352]; transport across blood-brain barrier [GO:0150104],GO:0000064; GO:0005886; GO:0006865; GO:0015171; GO:0015174; GO:0015179; GO:0015189; GO:0015807; GO:0030054; GO:0061459; GO:0089718; GO:0097638; GO:0150104; GO:1902475; GO:1903352; GO:1903826,cell junction [GO:0030054]; plasma membrane [GO:0005886],amino acid transmembrane transporter activity [GO:0015171]; basic amino acid transmembrane transporter activity [GO:0015174]; L-amino acid transmembrane transporter activity [GO:0015179]; L-arginine transmembrane transporter activity [GO:0061459]; L-lysine transmembrane transporter activity [GO:0015189]; L-ornithine transmembrane transporter activity [GO:0000064],Cationic amino acid transporter 2
Porites_compressa_HIv1___TS.g8271.t1a,SLC,,P52569,3.81e-166,Cationic amino acid transporter 2 (CAT-2) (CAT2) (Low affinity cationic amino acid transporter 2) (Solute carrier family 7 member 2),amino acid import across plasma membrane [GO:0089718]; amino acid transport [GO:0006865]; L-alpha-amino acid transmembrane transport [GO:1902475]; L-amino acid transport [GO:0015807]; L-arginine import across plasma membrane [GO:0097638]; L-arginine transmembrane transport [GO:1903826]; L-ornithine transmembrane transport [GO:1903352]; transport across blood-brain barrier [GO:0150104],GO:0000064; GO:0005886; GO:0006865; GO:0015171; GO:0015174; GO:0015179; GO:0015189; GO:0015807; GO:0030054; GO:0061459; GO:0089718; GO:0097638; GO:0150104; GO:1902475; GO:1903352; GO:1903826,cell junction [GO:0030054]; plasma membrane [GO:0005886],amino acid transmembrane transporter activity [GO:0015171]; basic amino acid transmembrane transporter activity [GO:0015174]; L-amino acid transmembrane transporter activity [GO:0015179]; L-arginine transmembrane transporter activity [GO:0061459]; L-lysine transmembrane transporter activity [GO:0015189]; L-ornithine transmembrane transporter activity [GO:0000064],Cationic amino acid transporter 2
Porites_compressa_HIv1___TS.g8379.t1,"TRP, calcium",,Q6RI86,4.72e-18,Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor),calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; cell surface receptor signaling pathway [GO:0007166]; cellular response to caffeine [GO:0071313]; cellular response to carbon dioxide [GO:0071244]; cellular response to cold [GO:0070417]; cellular response to food [GO:0071240]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to toxic substance [GO:0097237]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception [GO:0050974]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; intracellular calcium ion homeostasis [GO:0006874]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of monoatomic anion transport [GO:1903793]; protein homotetramerization [GO:0051289]; regulation of blood circulation [GO:1903522]; regulation of neuronal action potential [GO:0098908]; response to cold [GO:0009409]; response to hydrogen peroxide [GO:0042542]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; sensory perception of pain [GO:0019233]; thermoception [GO:0050955]; urinary bladder smooth muscle contraction [GO:0014832],GO:0005216; GO:0005245; GO:0005262; GO:0005886; GO:0006816; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0014832; GO:0015267; GO:0015278; GO:0016324; GO:0019233; GO:0030424; GO:0032421; GO:0034605; GO:0035774; GO:0042542; GO:0042802; GO:0046872; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0050974; GO:0051289; GO:0070301; GO:0070417; GO:0070588; GO:0071240; GO:0071244; GO:0071313; GO:0097237; GO:0097553; GO:0097604; GO:0098908; GO:1903522; GO:1903793; GO:1990760,apical plasma membrane [GO:0016324]; axon [GO:0030424]; plasma membrane [GO:0005886]; stereocilium bundle [GO:0032421],calcium channel activity [GO:0005262]; channel activity [GO:0015267]; identical protein binding [GO:0042802]; intracellularly gated calcium channel activity [GO:0015278]; metal ion binding [GO:0046872]; monoatomic ion channel activity [GO:0005216]; osmolarity-sensing monoatomic cation channel activity [GO:1990760]; temperature-gated cation channel activity [GO:0097604]; voltage-gated calcium channel activity [GO:0005245],Transient receptor potential cation channel subfamily A member 1
Porites_compressa_HIv1___TS.g8380.t1,"TRP, calcium",,Q7Z020,3.13e-91,Transient receptor potential cation channel subfamily A member 1 (dTRPA1) (Ankyrin-like with transmembrane domains protein 1) (dANKTM1),calcium ion transport [GO:0006816]; cellular response to heat [GO:0034605]; cellular response to pulsatile fluid shear stress [GO:0097703]; detection of chemical stimulus involved in sensory perception of bitter taste [GO:0001580]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of hot stimulus involved in thermoception [GO:0120168]; detection of temperature stimulus involved in sensory perception of pain [GO:0050965]; detection of temperature stimulus involved in thermoception [GO:0050960]; mechanosensory behavior [GO:0007638]; monoatomic cation transmembrane transport [GO:0098655]; monoatomic cation transport [GO:0006812]; negative phototaxis [GO:0046957]; neuronal signal transduction [GO:0023041]; phototransduction [GO:0007602]; positive regulation of calcium-mediated signaling [GO:0050850]; response to heat [GO:0009408]; response to light stimulus [GO:0009416]; temperature compensation of the circadian clock [GO:0010378]; thermosensory behavior [GO:0040040]; thermotaxis [GO:0043052],GO:0001580; GO:0005261; GO:0005262; GO:0005886; GO:0006812; GO:0006816; GO:0007602; GO:0007638; GO:0009408; GO:0009416; GO:0010378; GO:0015276; GO:0016020; GO:0023041; GO:0034605; GO:0034703; GO:0040040; GO:0043052; GO:0046957; GO:0050850; GO:0050960; GO:0050965; GO:0050968; GO:0097604; GO:0097703; GO:0098655; GO:0120168,cation channel complex [GO:0034703]; membrane [GO:0016020]; plasma membrane [GO:0005886],calcium channel activity [GO:0005262]; ligand-gated monoatomic ion channel activity [GO:0015276]; monoatomic cation channel activity [GO:0005261]; temperature-gated cation channel activity [GO:0097604],Transient receptor potential cation channel subfamily A member 1
Porites_compressa_HIv1___TS.g8724.t2,SLC,,Q6DCX5,1.2e-17,Proton-coupled folate transporter (Heme carrier protein 1) (Solute carrier family 46 member 1),transmembrane transport [GO:0055085],GO:0005542; GO:0005768; GO:0005886; GO:0010008; GO:0015293; GO:0015350; GO:0016323; GO:0016324; GO:0022857; GO:0055085,apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; endosome [GO:0005768]; endosome membrane [GO:0010008]; plasma membrane [GO:0005886],folic acid binding [GO:0005542]; methotrexate transmembrane transporter activity [GO:0015350]; symporter activity [GO:0015293]; transmembrane transporter activity [GO:0022857],Proton-coupled folate transporter
