query	blast_hit	evalue	ProteinNames	BiologicalProcess	GeneOntologyIDs	CellularComponent	MolecularFunction
Porites_compressa_HIv1___RNAseq.g14053.t1	P50395	0	Rab GDP dissociation inhibitor beta (Rab GDI beta) (Guanosine diphosphate dissociation inhibitor 2) (GDI-2)	negative regulation of cilium assembly [GO:1902018]; negative regulation of protein localization to cilium [GO:1903565]; protein transport [GO:0015031]; signal transduction [GO:0007165]; small GTPase-mediated signal transduction [GO:0007264]; vesicle-mediated transport [GO:0016192]	GO:0003723; GO:0005093; GO:0005096; GO:0005576; GO:0005737; GO:0005794; GO:0005829; GO:0005925; GO:0007165; GO:0007264; GO:0015031; GO:0016020; GO:0016192; GO:0031267; GO:0031982; GO:0034774; GO:0035578; GO:0045202; GO:0070062; GO:1902018; GO:1903565	azurophil granule lumen [GO:0035578]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; secretory granule lumen [GO:0034774]; synapse [GO:0045202]; vesicle [GO:0031982]	GTPase activator activity [GO:0005096]; Rab GDP-dissociation inhibitor activity [GO:0005093]; RNA binding [GO:0003723]; small GTPase binding [GO:0031267]
Porites_compressa_HIv1___TS.g27689.t1	Q7TN83	8.5e-19	Synaptotagmin-16 (Synaptotagmin 14-like protein) (Synaptotagmin XIV-related protein)		GO:0005543; GO:0016020; GO:0042802	membrane [GO:0016020]	identical protein binding [GO:0042802]; phospholipid binding [GO:0005543]
Porites_compressa_HIv1___RNAseq.g8273.t1	P19375	2.34e-24	Histone H1, early embryonic	chromosome condensation [GO:0030261]; negative regulation of DNA recombination [GO:0045910]; nucleosome assembly [GO:0006334]	GO:0000786; GO:0003690; GO:0005634; GO:0006334; GO:0030261; GO:0030527; GO:0031492; GO:0045910	nucleosome [GO:0000786]; nucleus [GO:0005634]	double-stranded DNA binding [GO:0003690]; nucleosomal DNA binding [GO:0031492]; structural constituent of chromatin [GO:0030527]
Porites_compressa_HIv1___RNAseq.g31737.t6	Q0KL02	0	Triple functional domain protein (EC 2.7.11.1)	negative regulation of fat cell differentiation [GO:0045599]; neuron projection morphogenesis [GO:0048812]; postsynaptic modulation of chemical synaptic transmission [GO:0099170]	GO:0004674; GO:0005085; GO:0005524; GO:0005769; GO:0042995; GO:0045599; GO:0048786; GO:0048812; GO:0098794; GO:0098978; GO:0099170; GO:0106310	cell projection [GO:0042995]; early endosome [GO:0005769]; glutamatergic synapse [GO:0098978]; postsynapse [GO:0098794]; presynaptic active zone [GO:0048786]	ATP binding [GO:0005524]; guanyl-nucleotide exchange factor activity [GO:0005085]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]
Porites_compressa_HIv1___RNAseq.g26100.t1	P06684	3.77e-42	Complement C5 (Hemolytic complement) [Cleaved into: Complement C5 beta chain; Complement C5 alpha chain; C5a anaphylatoxin; Complement C5b (Complement C5 alpha' chain)]	complement activation, alternative pathway [GO:0006957]; complement activation, classical pathway [GO:0006958]; in utero embryonic development [GO:0001701]; inflammatory response [GO:0006954]; killing of cells of another organism [GO:0031640]; positive regulation of angiogenesis [GO:0045766]	GO:0001701; GO:0004866; GO:0005579; GO:0005615; GO:0006954; GO:0006957; GO:0006958; GO:0031640; GO:0045766	extracellular space [GO:0005615]; membrane attack complex [GO:0005579]	endopeptidase inhibitor activity [GO:0004866]
Porites_compressa_HIv1___RNAseq.g34391.t1	Q8BUZ3	1.03e-77	Tigger transposable element-derived protein 4		GO:0003677; GO:0005634	nucleus [GO:0005634]	DNA binding [GO:0003677]
Porites_compressa_HIv1___TS.g9909.t1	Q8N468	6.32e-65	Major facilitator superfamily domain-containing protein 4A (Major facilitator superfamily domain-containing protein 4)		GO:0016020; GO:0022857	membrane [GO:0016020]	transmembrane transporter activity [GO:0022857]
Porites_compressa_HIv1___RNAseq.g8271.t1	P19375	2.34e-24	Histone H1, early embryonic	chromosome condensation [GO:0030261]; negative regulation of DNA recombination [GO:0045910]; nucleosome assembly [GO:0006334]	GO:0000786; GO:0003690; GO:0005634; GO:0006334; GO:0030261; GO:0030527; GO:0031492; GO:0045910	nucleosome [GO:0000786]; nucleus [GO:0005634]	double-stranded DNA binding [GO:0003690]; nucleosomal DNA binding [GO:0031492]; structural constituent of chromatin [GO:0030527]
Porites_compressa_HIv1___RNAseq.g14118.t1	A0A1D5NSM8	4.1e-44	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)	cell migration [GO:0016477]; epidermal cell differentiation [GO:0009913]; epidermis development [GO:0008544]; epithelial cell-cell adhesion [GO:0090136]; lymph vessel development [GO:0001945]; lymph vessel morphogenesis [GO:0036303]	GO:0001945; GO:0005509; GO:0005576; GO:0005634; GO:0005737; GO:0008544; GO:0009913; GO:0016020; GO:0016477; GO:0036303; GO:0090136	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; membrane [GO:0016020]; nucleus [GO:0005634]	calcium ion binding [GO:0005509]
Porites_compressa_HIv1___RNAseq.g29040.t1	P22845	7.61e-21	Histone H1.0-A (H1-SB) (H1E) (Histone H1(0)-1) (Histone H5B) (XlH5B)	chromosome condensation [GO:0030261]; negative regulation of DNA recombination [GO:0045910]; nucleosome assembly [GO:0006334]	GO:0000786; GO:0003690; GO:0005634; GO:0006334; GO:0030261; GO:0030527; GO:0031492; GO:0045910	nucleosome [GO:0000786]; nucleus [GO:0005634]	double-stranded DNA binding [GO:0003690]; nucleosomal DNA binding [GO:0031492]; structural constituent of chromatin [GO:0030527]
Porites_compressa_HIv1___TS.g11820.t1	P07087	2.84e-07	Anti-lipopolysaccharide factor (anti-LPS)	defense response to bacterium [GO:0042742]	GO:0042742		
Porites_compressa_HIv1___RNAseq.g27332.t1	P11533	3.22e-34	Dystrophin	muscle cell development [GO:0055001]; neuron development [GO:0048666]; regulation of muscle system process [GO:0090257]; skeletal muscle tissue development [GO:0007519]; synaptic signaling [GO:0099536]	GO:0003779; GO:0005737; GO:0005856; GO:0007519; GO:0008270; GO:0016010; GO:0042383; GO:0045211; GO:0048666; GO:0055001; GO:0090257; GO:0099536; GO:0120025	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; dystrophin-associated glycoprotein complex [GO:0016010]; plasma membrane bounded cell projection [GO:0120025]; postsynaptic membrane [GO:0045211]; sarcolemma [GO:0042383]	actin binding [GO:0003779]; zinc ion binding [GO:0008270]
Porites_compressa_HIv1___RNAseq.g6082.t1	P17124	2.96e-21	Histamine H2 receptor (H2R) (HH2R) (Gastric receptor I)	chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; gastric acid secretion [GO:0001696]; positive regulation of vasoconstriction [GO:0045907]	GO:0001696; GO:0004969; GO:0005886; GO:0007187; GO:0007268; GO:0030425; GO:0030594; GO:0045202; GO:0045907	dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]	histamine receptor activity [GO:0004969]; neurotransmitter receptor activity [GO:0030594]
Porites_compressa_HIv1___RNAseq.g24435.t3	A5D6U8	5.15e-72	Acid phosphatase type 7 (EC 3.1.3.2) (Purple acid phosphatase long form)		GO:0003993; GO:0005576; GO:0046872	extracellular region [GO:0005576]	acid phosphatase activity [GO:0003993]; metal ion binding [GO:0046872]
Porites_compressa_HIv1___RNAseq.g21653.t1	Q5ZME8	0	WD40 repeat-containing protein SMU1 (Smu-1 suppressor of mec-8 and unc-52 protein homolog)	mRNA splicing, via spliceosome [GO:0000398]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; RNA splicing [GO:0008380]	GO:0000381; GO:0000398; GO:0005634; GO:0005737; GO:0008380; GO:0016607; GO:0071005; GO:0071011	cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; precatalytic spliceosome [GO:0071011]; U2-type precatalytic spliceosome [GO:0071005]	
Porites_compressa_HIv1___RNAseq.g9787.t1	Q5PQT2	0	Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR3 (EC 3.1.3.95) (Myotubularin-related protein 3) (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (Phosphatidylinositol-3-phosphate phosphatase)	cellular response to glucose starvation [GO:0042149]; midbody abscission [GO:0061952]; phosphatidylinositol 5-phosphate metabolic process [GO:1904562]; phosphatidylinositol dephosphorylation [GO:0046856]; regulation of autophagosome assembly [GO:2000785]; regulation of phosphatidylinositol dephosphorylation [GO:0060304]	GO:0004438; GO:0004722; GO:0004725; GO:0005737; GO:0005829; GO:0008138; GO:0008270; GO:0016020; GO:0019903; GO:0042149; GO:0046856; GO:0052629; GO:0060090; GO:0060304; GO:0061952; GO:1904562; GO:2000785	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]	molecular adaptor activity [GO:0060090]; phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity [GO:0052629]; phosphatidylinositol-3-phosphate phosphatase activity [GO:0004438]; protein phosphatase binding [GO:0019903]; protein serine/threonine phosphatase activity [GO:0004722]; protein tyrosine phosphatase activity [GO:0004725]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; zinc ion binding [GO:0008270]
Porites_compressa_HIv1___RNAseq.g40086.t1a	Q7SY52	4.19e-140	Serine/threonine-protein kinase 10 (EC 2.7.11.1)	intracellular signal transduction [GO:0035556]; protein autophosphorylation [GO:0046777]; regulation of lymphocyte migration [GO:2000401]	GO:0004674; GO:0005524; GO:0005737; GO:0005886; GO:0035556; GO:0042803; GO:0046777; GO:0106310; GO:2000401	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; protein homodimerization activity [GO:0042803]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]
Porites_compressa_HIv1___TS.g37195.t1a	Q8GYB1	6.23e-36	Nudix hydrolase 15, mitochondrial (AtNUDT15) (EC 3.6.1.-) (Coenzyme A diphosphatase NUDT15)	coenzyme A biosynthetic process [GO:0015937]; nucleoside phosphate metabolic process [GO:0006753]; succinyl-CoA metabolic process [GO:0006104]	GO:0005739; GO:0006104; GO:0006753; GO:0008893; GO:0010945; GO:0015937; GO:0046872	mitochondrion [GO:0005739]	coenzyme A diphosphatase activity [GO:0010945]; guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity [GO:0008893]; metal ion binding [GO:0046872]
Porites_compressa_HIv1___TS.g31500.t1	Q19269	1.01e-50	Zinc metalloproteinase nas-14 (EC 3.4.24.-) (Nematode astacin 14)	proteolysis [GO:0006508]	GO:0004222; GO:0005576; GO:0006508; GO:0008270	extracellular region [GO:0005576]	metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]
Porites_compressa_HIv1___RNAseq.27709_t	A6QLY2	1.67e-43	Glutathione peroxidase 7 (GPx-7) (GSHPx-7) (EC 1.11.1.9)	response to oxidative stress [GO:0006979]	GO:0004601; GO:0004602; GO:0005576; GO:0005783; GO:0006979	endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]	glutathione peroxidase activity [GO:0004602]; peroxidase activity [GO:0004601]
Porites_compressa_HIv1___RNAseq.g35872.t1	O57382	2.91e-19	Tolloid-like protein 2 (EC 3.4.24.-) (Metalloprotease xolloid) (Xenopus tolloid)	cell differentiation [GO:0030154]; proteolysis [GO:0006508]	GO:0004222; GO:0005509; GO:0005576; GO:0006508; GO:0008270; GO:0030154	extracellular region [GO:0005576]	calcium ion binding [GO:0005509]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]
Porites_compressa_HIv1___RNAseq.g6039.t1	Q504A5	1.08e-40	Probable thiopurine S-methyltransferase (Thiopurine methyltransferase) (EC 2.1.1.67)	methylation [GO:0032259]	GO:0005737; GO:0008119; GO:0032259	cytoplasm [GO:0005737]	thiopurine S-methyltransferase activity [GO:0008119]
Porites_compressa_HIv1___RNAseq.g31796.t2	G8JYB2	1.43e-57	Alpha-catulin	cell adhesion [GO:0007155]; regulation of locomotion [GO:0040012]; Rho protein signal transduction [GO:0007266]	GO:0005886; GO:0007155; GO:0007266; GO:0040012; GO:0045296; GO:0051015; GO:0055120	plasma membrane [GO:0005886]; striated muscle dense body [GO:0055120]	actin filament binding [GO:0051015]; cadherin binding [GO:0045296]
Porites_compressa_HIv1___RNAseq.g444.t1b	P46023	1.99e-91	G-protein coupled receptor GRL101	adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; hormone-mediated signaling pathway [GO:0009755]	GO:0005886; GO:0007189; GO:0008528; GO:0009755	plasma membrane [GO:0005886]	G protein-coupled peptide receptor activity [GO:0008528]
Porites_compressa_HIv1___RNAseq.g31700.t3	Q9I8C7	3.11e-87	Neuronal acetylcholine receptor subunit alpha-10 (Alpha 10 nAChR) (Nicotinic acetylcholine receptor subunit alpha-10) (NACHR alpha-10)	chemical synaptic transmission [GO:0007268]; monoatomic ion transmembrane transport [GO:0034220]; regulation of membrane potential [GO:0042391]	GO:0005231; GO:0005262; GO:0005886; GO:0007268; GO:0022848; GO:0022850; GO:0034220; GO:0042391; GO:0043005; GO:0045202; GO:0045211; GO:1902495; GO:1904315	neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]; transmembrane transporter complex [GO:1902495]	acetylcholine-gated monoatomic cation-selective channel activity [GO:0022848]; calcium channel activity [GO:0005262]; excitatory extracellular ligand-gated monoatomic ion channel activity [GO:0005231]; serotonin-gated monoatomic cation channel activity [GO:0022850]; transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential [GO:1904315]
Porites_compressa_HIv1___TS.g23156.t1	Q16932	1.53e-102	Syntaxin	exocytosis [GO:0006887]; intracellular protein transport [GO:0006886]; neurotransmitter transport [GO:0006836]; vesicle docking [GO:0048278]; vesicle fusion [GO:0006906]	GO:0000149; GO:0005484; GO:0005886; GO:0006836; GO:0006886; GO:0006887; GO:0006906; GO:0012505; GO:0031201; GO:0048278	endomembrane system [GO:0012505]; plasma membrane [GO:0005886]; SNARE complex [GO:0031201]	SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]
Porites_compressa_HIv1___RNAseq.g9905.t1	Q801S8	1.68e-06	Collagen alpha-1(VI) chain	cell adhesion [GO:0007155]	GO:0005581; GO:0005615; GO:0007155	collagen trimer [GO:0005581]; extracellular space [GO:0005615]	
Porites_compressa_HIv1___RNAseq.g31001.t1	Q6PDL0	1.02e-165	Cytoplasmic dynein 1 light intermediate chain 2 (Dynein light intermediate chain 2, cytosolic)	cellular response to nerve growth factor stimulus [GO:1990090]; centrosome localization [GO:0051642]; microtubule cytoskeleton organization [GO:0000226]; microtubule-based movement [GO:0007018]	GO:0000226; GO:0000776; GO:0005524; GO:0005770; GO:0005813; GO:0005868; GO:0005874; GO:0007018; GO:0030286; GO:0042802; GO:0051642; GO:1990090	centrosome [GO:0005813]; cytoplasmic dynein complex [GO:0005868]; dynein complex [GO:0030286]; kinetochore [GO:0000776]; late endosome [GO:0005770]; microtubule [GO:0005874]	ATP binding [GO:0005524]; identical protein binding [GO:0042802]
Porites_compressa_HIv1___RNAseq.g20474.t2a	Q8BJ34	5.31e-99	Meiosis regulator and mRNA stability factor 1 (Limkain-b1) (Meiosis arrest female protein 1)	double-strand break repair [GO:0006302]; female meiotic nuclear division [GO:0007143]; oogenesis [GO:0048477]; regulation of gene expression [GO:0010468]	GO:0003723; GO:0004540; GO:0005777; GO:0005794; GO:0006302; GO:0007143; GO:0010468; GO:0048477	Golgi apparatus [GO:0005794]; peroxisome [GO:0005777]	RNA binding [GO:0003723]; RNA nuclease activity [GO:0004540]
Porites_compressa_HIv1___RNAseq.g17761.t1	Q5ZI78	3.65e-69	Tumor necrosis factor alpha-induced protein 8 (TNF alpha-induced protein 8)	apoptotic process [GO:0006915]; positive regulation of apoptotic process [GO:0043065]	GO:0005737; GO:0006915; GO:0043027; GO:0043065	cytoplasm [GO:0005737]	cysteine-type endopeptidase inhibitor activity involved in apoptotic process [GO:0043027]
Porites_compressa_HIv1___RNAseq.g11816.t1	Q9U3S9	1.3e-45	Zinc metalloproteinase nas-6 (EC 3.4.24.-) (Nematode astacin 6)	nematode pharyngeal pumping [GO:0043050]; nematode pharynx development [GO:0160094]; proteolysis [GO:0006508]	GO:0004222; GO:0005576; GO:0006508; GO:0008270; GO:0043050; GO:0160094	extracellular region [GO:0005576]	metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]
Porites_compressa_HIv1___RNAseq.g10178.t1	Q8IUH2	1.23e-45	Protein CREG2 (Cellular repressor of E1A-stimulated genes 2)		GO:0005615; GO:0005783; GO:0005794	endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]	
Porites_compressa_HIv1___RNAseq.g41419.t1	Q8K0U4	4.15e-140	Heat shock 70 kDa protein 12A	import into nucleus [GO:0051170]; inflammatory response [GO:0006954]; liver development [GO:0001889]; macrophage activation [GO:0042116]	GO:0001889; GO:0005524; GO:0005634; GO:0005737; GO:0006954; GO:0042116; GO:0051170	cytoplasm [GO:0005737]; nucleus [GO:0005634]	ATP binding [GO:0005524]
Porites_compressa_HIv1___RNAseq.g12085.t1	O88572	4.66e-29	Low-density lipoprotein receptor-related protein 6 (LRP-6)	anterior/posterior pattern specification [GO:0009952]; axis elongation [GO:0003401]; axis elongation involved in somitogenesis [GO:0090245]; bone remodeling [GO:0046849]; branching involved in mammary gland duct morphogenesis [GO:0060444]; canonical Wnt signaling pathway [GO:0060070]; cardiac muscle tissue morphogenesis [GO:0055008]; cell migration involved in gastrulation [GO:0042074]; cerebellum morphogenesis [GO:0021587]; cerebral cortex cell migration [GO:0021795]; cerebral cortex development [GO:0021987]; convergent extension [GO:0060026]; dopaminergic neuron differentiation [GO:0071542]; dorsal/ventral axis specification [GO:0009950]; embryonic camera-type eye morphogenesis [GO:0048596]; embryonic digit morphogenesis [GO:0042733]; embryonic forelimb morphogenesis [GO:0035115]; embryonic hindlimb morphogenesis [GO:0035116]; embryonic limb morphogenesis [GO:0030326]; embryonic pattern specification [GO:0009880]; embryonic retina morphogenesis in camera-type eye [GO:0060059]; establishment of blood-brain barrier [GO:0060856]; establishment of blood-retinal barrier [GO:1990963]; external genitalia morphogenesis [GO:0035261]; face morphogenesis [GO:0060325]; fat cell differentiation [GO:0045444]; forebrain development [GO:0030900]; forebrain generation of neurons [GO:0021872]; forebrain radial glial cell differentiation [GO:0021861]; formation of radial glial scaffolds [GO:0021943]; gastrulation with mouth forming second [GO:0001702]; generation of neurons [GO:0048699]; heart looping [GO:0001947]; limb morphogenesis [GO:0035108]; mammary gland duct morphogenesis [GO:0060603]; mammary placode formation [GO:0060596]; mesenchymal cell proliferation [GO:0010463]; mesodermal cell migration [GO:0008078]; midbrain development [GO:0030901]; midbrain-hindbrain boundary development [GO:0030917]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of non-canonical Wnt signaling pathway [GO:2000051]; neural tube closure [GO:0001843]; neural tube development [GO:0021915]; Norrin signaling pathway [GO:0110135]; odontogenesis of dentin-containing tooth [GO:0042475]; outflow tract morphogenesis [GO:0003151]; pericardium morphogenesis [GO:0003344]; positive regulation of apoptotic process [GO:0043065]; positive regulation of bone resorption [GO:0045780]; positive regulation of mesenchymal cell proliferation [GO:0002053]; positive regulation of neuron projection development [GO:0010976]; positive regulation of ossification [GO:0045778]; positive regulation of stem cell proliferation [GO:2000648]; positive regulation of transcription by RNA polymerase II [GO:0045944]; post-anal tail morphogenesis [GO:0036342]; primitive streak formation [GO:0090009]; receptor-mediated endocytosis involved in cholesterol transport [GO:0090118]; regulation of cell development [GO:0060284]; regulation of epithelial cell proliferation [GO:0050678]; response to folic acid [GO:0051593]; retina morphogenesis in camera-type eye [GO:0060042]; roof of mouth development [GO:0060021]; skeletal system morphogenesis [GO:0048705]; somitogenesis [GO:0001756]; stem cell proliferation [GO:0072089]; thalamus development [GO:0021794]; trachea cartilage morphogenesis [GO:0060535]; ventricular septum morphogenesis [GO:0060412]; Wnt signaling pathway involved in forebrain neuroblast division [GO:0021874]; Wnt signaling pathway involved in somitogenesis [GO:0090244]	GO:0001702; GO:0001756; GO:0001843; GO:0001947; GO:0002053; GO:0003151; GO:0003344; GO:0003401; GO:0005041; GO:0005769; GO:0005783; GO:0005886; GO:0008078; GO:0009880; GO:0009950; GO:0009952; GO:0010463; GO:0010976; GO:0016020; GO:0017147; GO:0019534; GO:0021587; GO:0021794; GO:0021795; GO:0021861; GO:0021872; GO:0021874; GO:0021915; GO:0021943; GO:0021987; GO:0030326; GO:0030900; GO:0030901; GO:0030917; GO:0034185; GO:0035108; GO:0035115; GO:0035116; GO:0035261; GO:0036342; GO:0042074; GO:0042475; GO:0042733; GO:0042813; GO:0043065; GO:0045121; GO:0045444; GO:0045599; GO:0045778; GO:0045780; GO:0045944; GO:0046849; GO:0048596; GO:0048699; GO:0048705; GO:0050678; GO:0050680; GO:0051593; GO:0055008; GO:0060021; GO:0060026; GO:0060042; GO:0060059; GO:0060070; GO:0060284; GO:0060325; GO:0060412; GO:0060444; GO:0060535; GO:0060596; GO:0060603; GO:0060856; GO:0071542; GO:0072089; GO:0090009; GO:0090118; GO:0090244; GO:0090245; GO:0110135; GO:1990963; GO:2000051; GO:2000648	early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]	apolipoprotein binding [GO:0034185]; low-density lipoprotein particle receptor activity [GO:0005041]; toxin transmembrane transporter activity [GO:0019534]; Wnt receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]
