query	blast_hit	evalue	ProteinNames	BiologicalProcess	GeneOntologyIDs	CellularComponent	MolecularFunction
Pocillopora_acuta_HIv2___TS.g19430.t1	P19801	1.02e-120	Diamine oxidase [copper-containing] (Diamine oxidase) (EC 1.4.3.22) (Amiloride-binding protein) (Amiloride-binding protein 1) (Amine oxidase copper domain-containing protein 1) (Histaminase) (Kidney amine oxidase) (KAO) (KDAO)	putrescine metabolic process [GO:0009445]	GO:0005507; GO:0005509; GO:0005576; GO:0005615; GO:0005777; GO:0005886; GO:0005923; GO:0008131; GO:0008201; GO:0009445; GO:0035580; GO:0042803; GO:0048038; GO:0050232; GO:0052597; GO:0052598; GO:0070062	bicellular tight junction [GO:0005923]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; peroxisome [GO:0005777]; plasma membrane [GO:0005886]; specific granule lumen [GO:0035580]	calcium ion binding [GO:0005509]; copper ion binding [GO:0005507]; diamine oxidase activity [GO:0052597]; heparin binding [GO:0008201]; histamine oxidase activity [GO:0052598]; primary methylamine oxidase activity [GO:0008131]; protein homodimerization activity [GO:0042803]; putrescine oxidase activity [GO:0050232]; quinone binding [GO:0048038]
Pocillopora_acuta_HIv2___RNAseq.g22362.t1	P38024	0	Multifunctional protein ADE2 [Includes: Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase); Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC)]	'de novo' IMP biosynthetic process [GO:0006189]	GO:0004638; GO:0004639; GO:0005524; GO:0005829; GO:0006189	cytosol [GO:0005829]	ATP binding [GO:0005524]; phosphoribosylaminoimidazole carboxylase activity [GO:0004638]; phosphoribosylaminoimidazolesuccinocarboxamide synthase activity [GO:0004639]
Pocillopora_acuta_HIv2___TS.g15999.t1	Q63HN8	2.12e-11	E3 ubiquitin-protein ligase RNF213 (EC 2.3.2.27) (EC 3.6.4.-) (ALK lymphoma oligomerization partner on chromosome 17) (E3 ubiquitin-lipopolysaccharide ligase RNF213) (EC 2.3.2.-) (Mysterin) (RING finger protein 213)	angiogenesis [GO:0001525]; defense response to bacterium [GO:0042742]; immune system process [GO:0002376]; lipid droplet formation [GO:0140042]; lipid ubiquitination [GO:0120323]; negative regulation of non-canonical Wnt signaling pathway [GO:2000051]; protein autoubiquitination [GO:0051865]; protein K63-linked ubiquitination [GO:0070534]; protein ubiquitination [GO:0016567]; regulation of lipid metabolic process [GO:0019216]; sprouting angiogenesis [GO:0002040]; ubiquitin-dependent protein catabolic process [GO:0006511]; xenophagy [GO:0098792]	GO:0001525; GO:0002040; GO:0002376; GO:0004842; GO:0005524; GO:0005730; GO:0005737; GO:0005811; GO:0005829; GO:0006511; GO:0008270; GO:0016020; GO:0016567; GO:0016887; GO:0019216; GO:0042742; GO:0051865; GO:0061630; GO:0070534; GO:0098792; GO:0120323; GO:0140042; GO:2000051	cytoplasm [GO:0005737]; cytosol [GO:0005829]; lipid droplet [GO:0005811]; membrane [GO:0016020]; nucleolus [GO:0005730]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
Pocillopora_acuta_HIv2___TS.g17069.t1	P56718	3.22e-22	Orexin/Hypocretin receptor type 1 (Hypocretin receptor type 1) (Orexin receptor type 1) (Ox-1-R) (Ox1-R) (Ox1R)	cellular response to hormone stimulus [GO:0032870]; feeding behavior [GO:0007631]; G protein-coupled receptor signaling pathway [GO:0007186]; neuropeptide signaling pathway [GO:0007218]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; regulation of cytosolic calcium ion concentration [GO:0051480]	GO:0004930; GO:0005886; GO:0007186; GO:0007218; GO:0007631; GO:0016499; GO:0017046; GO:0032870; GO:0051480; GO:0070374	plasma membrane [GO:0005886]	G protein-coupled receptor activity [GO:0004930]; orexin receptor activity [GO:0016499]; peptide hormone binding [GO:0017046]
Pocillopora_acuta_HIv2___RNAseq.g6811.t1	Q90ZE4	9.3e-161	Presenilin-2 (PS-2) (Zf-PS2) (EC 3.4.23.-) (Pre2)	amyloid-beta formation [GO:0034205]; axonal transport of mitochondrion [GO:0019896]; brain development [GO:0007420]; calcium ion homeostasis [GO:0055074]; melanocyte differentiation [GO:0030318]; membrane protein ectodomain proteolysis [GO:0006509]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; protein processing [GO:0016485]; regulation of autophagy [GO:0010506]; somite development [GO:0061053]; startle response [GO:0001964]	GO:0000139; GO:0001964; GO:0005789; GO:0006509; GO:0007219; GO:0007420; GO:0010506; GO:0016485; GO:0019896; GO:0022008; GO:0030318; GO:0034205; GO:0042500; GO:0055074; GO:0061053; GO:0070765; GO:1904115	axon cytoplasm [GO:1904115]; endoplasmic reticulum membrane [GO:0005789]; gamma-secretase complex [GO:0070765]; Golgi membrane [GO:0000139]	aspartic endopeptidase activity, intramembrane cleaving [GO:0042500]
Pocillopora_acuta_HIv2___RNAseq.g19551.t1	F7C1E2	6.67e-63	Store-operated calcium entry-associated regulatory factor (SARAF) (SOCE-associated regulatory factor) (Transmembrane protein 66)	calcium ion transport [GO:0006816]; regulation of store-operated calcium entry [GO:2001256]	GO:0005789; GO:0006816; GO:0140268; GO:2001256	endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-plasma membrane contact site [GO:0140268]	
Pocillopora_acuta_HIv2___TS.g12455.t1	P70389	7.68e-52	Insulin-like growth factor-binding protein complex acid labile subunit (ALS)	cell adhesion [GO:0007155]	GO:0007155; GO:0042567	insulin-like growth factor ternary complex [GO:0042567]	
Pocillopora_acuta_HIv2___TS.g15372.t1	Q8R5M3	2.37e-17	Leucine-rich repeat-containing protein 15 (Leucine-rich repeat protein induced by amyloid-beta) (rLib)	host-mediated suppression of symbiont invasion [GO:0046597]; negative regulation of protein localization to plasma membrane [GO:1903077]; positive regulation of cell migration [GO:0030335]; receptor-mediated virion attachment to host cell [GO:0046813]	GO:0001968; GO:0005518; GO:0005886; GO:0009986; GO:0016324; GO:0030335; GO:0043236; GO:0046597; GO:0046813; GO:0140311; GO:1903077	apical plasma membrane [GO:0016324]; cell surface [GO:0009986]; plasma membrane [GO:0005886]	collagen binding [GO:0005518]; fibronectin binding [GO:0001968]; laminin binding [GO:0043236]; protein sequestering activity [GO:0140311]
Pocillopora_acuta_HIv2___RNAseq.g11946.t1	Q5ZIA0	3.99e-127	RNA N(6)-adenosine-methyltransferase METTL16 (EC 2.1.1.348) (Methyltransferase 10 domain-containing protein) (Methyltransferase-like protein 16) (U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase) (EC 2.1.1.346)	mRNA catabolic process [GO:0006402]; mRNA destabilization [GO:0061157]; mRNA processing [GO:0006397]; post-transcriptional regulation of gene expression [GO:0010608]; regulation of mRNA splicing, via spliceosome [GO:0048024]; rRNA base methylation [GO:0070475]; S-adenosylmethionine biosynthetic process [GO:0006556]; snRNA (adenine-N6)-methylation [GO:0120049]	GO:0001734; GO:0003723; GO:0005634; GO:0005737; GO:0006397; GO:0006402; GO:0006556; GO:0010608; GO:0030629; GO:0035613; GO:0048024; GO:0061157; GO:0070475; GO:0120048; GO:0120049	cytoplasm [GO:0005737]; nucleus [GO:0005634]	mRNA m(6)A methyltransferase activity [GO:0001734]; RNA binding [GO:0003723]; RNA stem-loop binding [GO:0035613]; U6 snRNA (adenine-(43)-N(6))-methyltransferase activity [GO:0120048]; U6 snRNA 3'-end binding [GO:0030629]
Pocillopora_acuta_HIv2___RNAseq.g14372.t1	Q5RFW0	1.78e-09	Scavenger receptor class A member 5	endocytosis [GO:0006897]; intracellular iron ion homeostasis [GO:0006879]; iron ion transmembrane transport [GO:0034755]; protein homotrimerization [GO:0070207]	GO:0005886; GO:0006879; GO:0006897; GO:0034755; GO:0070207; GO:0070287	plasma membrane [GO:0005886]	ferritin receptor activity [GO:0070287]
Pocillopora_acuta_HIv2___TS.g10636.t2	P08183	0	ATP-dependent translocase ABCB1 (ATP-binding cassette sub-family B member 1) (Multidrug resistance protein 1) (EC 7.6.2.2) (P-glycoprotein 1) (Phospholipid transporter ABCB1) (EC 7.6.2.1) (CD antigen CD243)	carboxylic acid transmembrane transport [GO:1905039]; cellular hyperosmotic salinity response [GO:0071475]; cellular response to alkaloid [GO:0071312]; cellular response to antibiotic [GO:0071236]; cellular response to borneol [GO:1905231]; cellular response to dexamethasone stimulus [GO:0071549]; cellular response to estradiol stimulus [GO:0071392]; cellular response to external biotic stimulus [GO:0071217]; cellular response to L-glutamate [GO:1905232]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to mycotoxin [GO:0036146]; cellular response to nonylphenol [GO:1904148]; cellular response to tumor necrosis factor [GO:0071356]; ceramide translocation [GO:0099040]; circadian rhythm [GO:0007623]; daunorubicin transport [GO:0043215]; establishment of blood-brain barrier [GO:0060856]; establishment of blood-retinal barrier [GO:1990963]; export across plasma membrane [GO:0140115]; female pregnancy [GO:0007565]; G2/M transition of mitotic cell cycle [GO:0000086]; hormone transport [GO:0009914]; intestinal absorption [GO:0050892]; lactation [GO:0007595]; maintenance of blood-brain barrier [GO:0035633]; negative regulation of sensory perception of pain [GO:1904057]; phospholipid translocation [GO:0045332]; placenta development [GO:0001890]; positive regulation of establishment of Sertoli cell barrier [GO:1904446]; positive regulation of response to drug [GO:2001025]; protein localization to bicellular tight junction [GO:1902396]; regulation of chloride transport [GO:2001225]; regulation of intestinal absorption [GO:1904478]; response to alcohol [GO:0097305]; response to antineoplastic agent [GO:0097327]; response to cadmium ion [GO:0046686]; response to codeine [GO:1905233]; response to cyclosporin A [GO:1905237]; response to glucagon [GO:0033762]; response to glycoside [GO:1903416]; response to hypoxia [GO:0001666]; response to progesterone [GO:0032570]; response to quercetin [GO:1905235]; response to thyroxine [GO:0097068]; response to vitamin A [GO:0033189]; response to vitamin D [GO:0033280]; response to xenobiotic stimulus [GO:0009410]; stem cell proliferation [GO:0072089]; terpenoid transport [GO:0046865]; transepithelial transport [GO:0070633]; transmembrane transport [GO:0055085]; transport across blood-brain barrier [GO:0150104]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]; xenobiotic metabolic process [GO:0006805]; xenobiotic transport across blood-brain barrier [GO:1990962]	GO:0000086; GO:0001666; GO:0001890; GO:0005524; GO:0005737; GO:0005886; GO:0006805; GO:0007565; GO:0007595; GO:0007623; GO:0008559; GO:0009410; GO:0009914; GO:0009986; GO:0015562; GO:0016020; GO:0016324; GO:0016887; GO:0022857; GO:0031526; GO:0031625; GO:0032570; GO:0033189; GO:0033280; GO:0033762; GO:0035633; GO:0036146; GO:0042626; GO:0042910; GO:0043215; GO:0045332; GO:0046686; GO:0046865; GO:0046943; GO:0050892; GO:0055085; GO:0060856; GO:0070062; GO:0070633; GO:0071217; GO:0071222; GO:0071236; GO:0071312; GO:0071356; GO:0071392; GO:0071475; GO:0071549; GO:0072089; GO:0090554; GO:0090555; GO:0097068; GO:0097305; GO:0097327; GO:0098591; GO:0099038; GO:0099040; GO:0140115; GO:0140328; GO:0150104; GO:1902396; GO:1903416; GO:1904057; GO:1904148; GO:1904446; GO:1904478; GO:1905039; GO:1905231; GO:1905232; GO:1905233; GO:1905235; GO:1905237; GO:1990961; GO:1990962; GO:1990963; GO:2001025; GO:2001225	apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; external side of apical plasma membrane [GO:0098591]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; plasma membrane [GO:0005886]	ABC-type xenobiotic transporter activity [GO:0008559]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; carboxylic acid transmembrane transporter activity [GO:0046943]; ceramide floppase activity [GO:0099038]; efflux transmembrane transporter activity [GO:0015562]; floppase activity [GO:0140328]; phosphatidylcholine floppase activity [GO:0090554]; phosphatidylethanolamine flippase activity [GO:0090555]; transmembrane transporter activity [GO:0022857]; ubiquitin protein ligase binding [GO:0031625]; xenobiotic transmembrane transporter activity [GO:0042910]
Pocillopora_acuta_HIv2___RNAseq.g16946.t1	P62749	3.79e-121	Hippocalcin-like protein 1 (Neural visinin-like protein 3) (NVL-3) (NVP-3) (Visinin-like protein 3) (VILIP-3)	liver development [GO:0001889]; regulation of signal transduction [GO:0009966]	GO:0001889; GO:0005509; GO:0009966; GO:0016020	membrane [GO:0016020]	calcium ion binding [GO:0005509]
Pocillopora_acuta_HIv2___RNAseq.g9275.t1	Q8N6F8	3.01e-18	Methyltransferase-like protein 27 (Williams-Beuren syndrome chromosomal region 27 protein)				
Pocillopora_acuta_HIv2___TS.g3699.t1	P43141	3.17e-27	Beta-4C adrenergic receptor (Beta-4C adrenoreceptor) (Beta-4C adrenoceptor)	adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of heart contraction [GO:0045823]; positive regulation of MAPK cascade [GO:0043410]	GO:0002025; GO:0004940; GO:0005886; GO:0015052; GO:0043410; GO:0045823; GO:0051379; GO:0071880	plasma membrane [GO:0005886]	beta1-adrenergic receptor activity [GO:0004940]; beta3-adrenergic receptor activity [GO:0015052]; epinephrine binding [GO:0051379]
Pocillopora_acuta_HIv2___RNAseq.g16281.t1	Q9SR22	1.47e-66	Pectin acetylesterase 5 (EC 3.1.1.-)	cell wall organization [GO:0071555]	GO:0005576; GO:0016787; GO:0071555	extracellular region [GO:0005576]	hydrolase activity [GO:0016787]
Pocillopora_acuta_HIv2___TS.g107.t1	O43422	1.37e-37	52 kDa repressor of the inhibitor of the protein kinase (p52rIPK) (58 kDa interferon-induced protein kinase-interacting protein) (p58IPK-interacting protein) (Death-associated protein 4) (THAP domain-containing protein 0) (THAP domain-containing protein 12)	negative regulation of cell population proliferation [GO:0008285]; signal transduction [GO:0007165]	GO:0003677; GO:0005634; GO:0007165; GO:0008270; GO:0008285; GO:0046983	nucleus [GO:0005634]	DNA binding [GO:0003677]; protein dimerization activity [GO:0046983]; zinc ion binding [GO:0008270]
Pocillopora_acuta_HIv2___TS.g3126.t1	P70490	7.18e-49	Lactadherin (MFGM) (Milk fat globule-EGF factor 8) (MFG-E8) (O-acetyl GD3 ganglioside synthase) (AGS) (SED1)	angiogenesis [GO:0001525]; apoptotic cell clearance [GO:0043277]; cell adhesion [GO:0007155]; positive regulation of cell population proliferation [GO:0008284]; response to estrogen [GO:0043627]; single fertilization [GO:0007338]	GO:0001525; GO:0001786; GO:0002080; GO:0005178; GO:0005615; GO:0007155; GO:0007338; GO:0008284; GO:0009897; GO:0043277; GO:0043627	acrosomal membrane [GO:0002080]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]	integrin binding [GO:0005178]; phosphatidylserine binding [GO:0001786]
Pocillopora_acuta_HIv2___TS.g20904.t1	Q68ER9	2.09e-54	Chromatin modification-related protein MEAF6 (MYST/Esa1-associated factor 6) (Esa1-associated factor 6 homolog) (Protein EAF6 homolog)	chromatin remodeling [GO:0006338]	GO:0000776; GO:0005730; GO:0006338; GO:0035267; GO:0070776	kinetochore [GO:0000776]; MOZ/MORF histone acetyltransferase complex [GO:0070776]; NuA4 histone acetyltransferase complex [GO:0035267]; nucleolus [GO:0005730]	
Pocillopora_acuta_HIv2___RNAseq.g20980.t1	Q09575	9.35e-62	Uncharacterized protein K02A2.6	DNA integration [GO:0015074]	GO:0003676; GO:0005737; GO:0008270; GO:0015074; GO:0019899; GO:0042575	cytoplasm [GO:0005737]; DNA polymerase complex [GO:0042575]	enzyme binding [GO:0019899]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]
Pocillopora_acuta_HIv2___TS.g29593.t1	Q62186	1.53e-38	Translocon-associated protein subunit delta (TRAP-delta) (Signal sequence receptor subunit delta) (SSR-delta)		GO:0005789	endoplasmic reticulum membrane [GO:0005789]	
Pocillopora_acuta_HIv2___RNAseq.g721.t1	U3U715	3.85e-17	Histidine N-acetyltransferase (EC 2.3.1.33)		GO:0047981		L-histidine N-acetyltransferase activity [GO:0047981]
Pocillopora_acuta_HIv2___RNAseq.g10447.t1	Q6NTS2	1.7e-23	Barrier-to-autointegration factor A	chromosome organization [GO:0051276]; negative regulation of protein ADP-ribosylation [GO:0010836]; response to oxidative stress [GO:0006979]	GO:0000785; GO:0000793; GO:0003677; GO:0005634; GO:0005635; GO:0005737; GO:0006979; GO:0010836; GO:0051276	chromatin [GO:0000785]; condensed chromosome [GO:0000793]; cytoplasm [GO:0005737]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]	DNA binding [GO:0003677]
Pocillopora_acuta_HIv2___RNAseq.g22087.t1	Q9Z0P7	4.72e-163	Suppressor of fused homolog	aorta development [GO:0035904]; coronary vasculature development [GO:0060976]; determination of left/right symmetry [GO:0007368]; heart looping [GO:0001947]; negative regulation of smoothened signaling pathway [GO:0045879]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of ubiquitin-dependent protein catabolic process [GO:2000059]; neural tube closure [GO:0001843]; positive regulation of cellular response to drug [GO:2001040]; regulation of DNA-templated transcription [GO:0006355]; skin development [GO:0043588]; smoothened signaling pathway [GO:0007224]; smoothened signaling pathway involved in spinal cord motor neuron cell fate specification [GO:0021776]; smoothened signaling pathway involved in ventral spinal cord interneuron specification [GO:0021775]; spermatid development [GO:0007286]; spinal cord dorsal/ventral patterning [GO:0021513]; ventricular septum development [GO:0003281]	GO:0000122; GO:0001843; GO:0001947; GO:0003281; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005929; GO:0006355; GO:0007224; GO:0007286; GO:0007368; GO:0008013; GO:0019901; GO:0021513; GO:0021775; GO:0021776; GO:0035904; GO:0043588; GO:0045879; GO:0060976; GO:1990788; GO:2000059; GO:2001040	cilium [GO:0005929]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; GLI-SUFU complex [GO:1990788]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	beta-catenin binding [GO:0008013]; protein kinase binding [GO:0019901]
